,thinktank,year,pub,num_cites,expenses,age,con_lib
1373,Scripps Research Institute,2015,WP,1,382.942496,91,0
1374,Scripps Research Institute,2015,WSJ,1,382.942496,91,0
1375,Scripps Research Institute,2016,NYT,4,364.687971,92,0
1376,Scripps Research Institute,2016,WSJ,2,364.687971,92,0
1377,Scripps Research Institute,2017,NYT,3,366.352436,93,0
1378,Scripps Research Institute,2018,NYT,4,373.107791,94,0
1379,Scripps Research Institute,2018,WP,3,373.107791,94,0
1380,Scripps Research Institute,2018,WSJ,3,373.107791,94,0
1381,Show-Me Institute,2016,WSJ,1,1.387285,11,1
1382,Sikh Coalition,2014,NYT,1,1.522887,13,0
1383,Sikh Coalition,2014,WP,2,1.522887,13,0
1384,Sikh Coalition,2014,WSJ,1,1.522887,13,0
1385,Sikh Coalition,2015,NYT,1,1.60005,14,0
1386,Sikh Coalition,2015,WSJ,2,1.60005,14,0
1387,Sikh Coalition,2016,NYT,4,1.697101,15,0
1388,Sikh Coalition,2017,NYT,2,1.580818,16,0
1389,Sikh Coalition,2017,WP,1,1.580818,16,0
1390,Sikh Coalition,2018,NYT,2,1.974764,17,0
1391,Social Science Research Council,2014,WP,1,18.624599,91,0
1392,Social Science Research Council,2015,NYT,3,18.045814,92,0
1393,Social Science Research Council,2016,NYT,1,18.779784,93,0
1394,Social Science Research Council,2016,WSJ,1,18.779784,93,0
1395,Social Science Research Council,2017,NYT,2,19.536988,94,0
1396,Social Science Research Council,2017,WP,1,19.536988,94,0
1397,Social Science Research Council,2018,NYT,3,21.158669,95,0
1398,Strategic Studies Institute,2015,NYT,3,0.0,114,0
1399,Strategic Studies Institute,2018,WSJ,1,0.0,117,0
1400,Tax Foundation,2014,NYT,6,2.971778,77,0
1401,Tax Foundation,2014,WP,9,2.971778,77,0
1402,Tax Foundation,2014,WSJ,22,2.971778,77,0
1403,Tax Foundation,2015,NYT,5,3.722271,78,0
1404,Tax Foundation,2015,WP,4,3.722271,78,0
1405,Tax Foundation,2015,WSJ,20,3.722271,78,0
1406,Tax Foundation,2016,NYT,17,4.178093,79,0
1407,Tax Foundation,2016,WP,13,4.178093,79,0
1408,Tax Foundation,2016,WSJ,24,4.178093,79,0
1409,Tax Foundation,2017,NYT,43,4.548092,80,0
1410,Tax Foundation,2017,WP,26,4.548092,80,0
1411,Tax Foundation,2017,WSJ,34,4.548092,80,0
1412,Tax Foundation,2018,NYT,17,5.100639,81,0
1413,Tax Foundation,2018,WP,10,5.100639,81,0
1414,Tax Foundation,2018,WSJ,21,5.100639,81,0
1415,Texas Public Policy Foundation,2014,NYT,5,5.636703,27,1
1416,Texas Public Policy Foundation,2015,NYT,2,7.286003,28,1
1417,Texas Public Policy Foundation,2015,WP,1,7.286003,28,1
1418,Texas Public Policy Foundation,2015,WSJ,1,7.286003,28,1
1419,Texas Public Policy Foundation,2016,WP,3,8.681038,29,1
1420,Texas Public Policy Foundation,2017,WP,4,11.303061,30,1
1421,Texas Public Policy Foundation,2018,NYT,2,12.359476,31,1
1422,Texas Public Policy Foundation,2018,WP,3,12.359476,31,1
1423,The Century Foundation,2014,NYT,1,4.370531,95,0
1424,The Century Foundation,2015,NYT,1,4.769031,96,0
1425,The Century Foundation,2017,NYT,3,5.408619,98,0
1426,The Century Foundation,2018,NYT,3,6.048208,99,0
1427,The Century Foundation,2018,WP,2,6.048208,99,0
1428,The Conference Board,2014,NYT,17,25.086592,98,0
1429,The Conference Board,2014,WP,7,25.086592,98,0
1430,The Conference Board,2014,WSJ,9,25.086592,98,0
1431,The Conference Board,2015,NYT,9,60.529474,99,0
1432,The Conference Board,2015,WP,2,60.529474,99,0
1433,The Conference Board,2015,WSJ,5,60.529474,99,0
1434,The Conference Board,2016,NYT,7,61.913872,100,0
1435,The Conference Board,2016,WP,1,61.913872,100,0
1436,The Conference Board,2016,WSJ,5,61.913872,100,0
1437,The Conference Board,2017,NYT,2,64.51128,101,0
1438,The Conference Board,2017,WP,2,64.51128,101,0
1439,The Conference Board,2017,WSJ,7,64.51128,101,0
1440,The Conference Board,2018,NYT,5,67.099056,102,0
1441,The Conference Board,2018,WP,5,67.099056,102,0
1442,The Conference Board,2018,WSJ,17,67.099056,102,0
1443,The Heartland Institute,2017,WP,1,5.471048,33,1
1444,The Heartland Institute,2018,WSJ,1,4.998562,34,1
1445,The Heritage Foundation,2014,NYT,2,1.07354,41,1
1446,The Heritage Foundation,2014,WP,1,1.07354,41,1
1447,The Heritage Foundation,2014,WSJ,1,1.07354,41,1
1448,The Heritage Foundation,2015,NYT,2,1.058274,42,1
1449,The Heritage Foundation,2015,WSJ,1,1.058274,42,1
1450,The Heritage Foundation,2016,WSJ,2,1.24865,43,1
1451,The Heritage Foundation,2017,NYT,1,1.336057,44,1
1452,The Heritage Foundation,2017,WP,1,1.336057,44,1
1453,The Heritage Foundation,2018,NYT,3,1.398418,45,1
1454,The Stimson Center,2014,NYT,6,6.12841,25,0
1455,The Stimson Center,2014,WP,2,6.12841,25,0
1456,The Stimson Center,2014,WSJ,1,6.12841,25,0
1457,The Stimson Center,2015,NYT,4,4.864173,26,0
1458,The Stimson Center,2015,WP,5,4.864173,26,0
1459,The Stimson Center,2016,NYT,7,5.082926,27,0
1460,The Stimson Center,2016,WP,5,5.082926,27,0
1461,The Stimson Center,2016,WSJ,2,5.082926,27,0
1462,The Stimson Center,2017,NYT,9,5.878615,28,0
1463,The Stimson Center,2017,WP,9,5.878615,28,0
1464,The Stimson Center,2017,WSJ,2,5.878615,28,0
1465,The Stimson Center,2018,NYT,5,7.162503,29,0
1466,The Stimson Center,2018,WP,9,7.162503,29,0
1467,The Stimson Center,2018,WSJ,5,7.162503,29,0
1468,Third Way,2014,NYT,7,5.912835,9,0
1469,Third Way,2014,WP,11,5.912835,9,0
1470,Third Way,2014,WSJ,7,5.912835,9,0
1471,Third Way,2015,NYT,10,7.712417,10,0
1472,Third Way,2015,WP,7,7.712417,10,0
1473,Third Way,2015,WSJ,17,7.712417,10,0
1474,Third Way,2016,NYT,8,7.184416,11,0
1475,Third Way,2016,WP,7,7.184416,11,0
1476,Third Way,2016,WSJ,12,7.184416,11,0
1477,Third Way,2017,NYT,13,8.379387,12,0
1478,Third Way,2017,WP,16,8.379387,12,0
1479,Third Way,2017,WSJ,4,8.379387,12,0
1480,Third Way,2018,NYT,10,8.24593,13,0
1481,Third Way,2018,WP,8,8.24593,13,0
1482,Third Way,2018,WSJ,8,8.24593,13,0
1483,Thomas B. Fordham Institute,2014,NYT,8,3.926171,7,0
1484,Thomas B. Fordham Institute,2014,WP,6,3.926171,7,0
1485,Thomas B. Fordham Institute,2014,WSJ,3,3.926171,7,0
1486,Thomas B. Fordham Institute,2015,NYT,8,4.251883,8,0
1487,Thomas B. Fordham Institute,2015,WP,7,4.251883,8,0
1488,Thomas B. Fordham Institute,2016,NYT,3,4.555594,9,0
1489,Thomas B. Fordham Institute,2016,WP,4,4.555594,9,0
1490,Thomas B. Fordham Institute,2016,WSJ,1,4.555594,9,0
1491,Thomas B. Fordham Institute,2017,NYT,6,4.344276,10,0
1492,Thomas B. Fordham Institute,2017,WP,4,4.344276,10,0
1493,Thomas B. Fordham Institute,2017,WSJ,1,4.344276,10,0
1494,Thomas B. Fordham Institute,2018,NYT,4,3.641791,11,0
1495,Thomas B. Fordham Institute,2018,WP,5,3.641791,11,0
1496,Thomas B. Fordham Institute,2018,WSJ,3,3.641791,11,0
1497,United States Institute of Peace,2014,NYT,5,4.210629,30,0
1498,United States Institute of Peace,2014,WP,1,4.210629,30,0
1499,United States Institute of Peace,2014,WSJ,1,4.210629,30,0
1500,United States Institute of Peace,2015,NYT,5,2.713055,31,0
1501,United States Institute of Peace,2016,NYT,2,4.569121,32,0
1502,United States Institute of Peace,2017,NYT,5,4.638515,33,0
1503,United States Institute of Peace,2017,WP,7,4.638515,33,0
1504,United States Institute of Peace,2017,WSJ,3,4.638515,33,0
1505,United States Institute of Peace,2018,NYT,2,3.900387,34,0
1506,United States Institute of Peace,2018,WP,2,3.900387,34,0
1507,United States Institute of Peace,2018,WSJ,2,3.900387,34,0
1508,Urban Institute,2014,NYT,38,86.177167,46,0
1509,Urban Institute,2014,WP,56,86.177167,46,0
1510,Urban Institute,2014,WSJ,19,86.177167,46,0
1511,Urban Institute,2015,NYT,30,87.855636,47,0
1512,Urban Institute,2015,WP,34,87.855636,47,0
1513,Urban Institute,2015,WSJ,31,87.855636,47,0
1514,Urban Institute,2016,NYT,32,86.656466,48,0
1515,Urban Institute,2016,WP,34,86.656466,48,0
1516,Urban Institute,2016,WSJ,28,86.656466,48,0
1517,Urban Institute,2017,NYT,43,93.208019,49,0
1518,Urban Institute,2017,WP,45,93.208019,49,0
1519,Urban Institute,2017,WSJ,19,93.208019,49,0
1520,Urban Institute,2018,NYT,26,91.224579,50,0
1521,Urban Institute,2018,WP,36,91.224579,50,0
1522,Urban Institute,2018,WSJ,12,91.224579,50,0
1523,Urban Land Institute,2014,NYT,1,59.538794,78,0
1524,Urban Land Institute,2014,WP,5,59.538794,78,0
1525,Urban Land Institute,2014,WSJ,8,59.538794,78,0
1526,Urban Land Institute,2015,NYT,3,66.780791,79,0
1527,Urban Land Institute,2015,WP,5,66.780791,79,0
1528,Urban Land Institute,2015,WSJ,10,66.780791,79,0
1529,Urban Land Institute,2016,NYT,2,74.041282,80,0
1530,Urban Land Institute,2016,WP,4,74.041282,80,0
1531,Urban Land Institute,2016,WSJ,6,74.041282,80,0
1532,Urban Land Institute,2017,NYT,4,67.638642,81,0
1533,Urban Land Institute,2017,WP,5,67.638642,81,0
1534,Urban Land Institute,2017,WSJ,5,67.638642,81,0
1535,Urban Land Institute,2018,NYT,1,74.181732,82,0
1536,Urban Land Institute,2018,WP,2,74.181732,82,0
1537,Urban Land Institute,2018,WSJ,3,74.181732,82,0
1538,W. E. Upjohn Institute for Employment Research,2015,NYT,1,19.016154,70,0
1539,W. E. Upjohn Institute for Employment Research,2017,NYT,1,19.323804,72,0
1540,Washington Institute for Near East Policy,2014,NYT,41,9.481603,29,0
1541,Washington Institute for Near East Policy,2014,WP,17,9.481603,29,0
1542,Washington Institute for Near East Policy,2014,WSJ,11,9.481603,29,0
1543,Washington Institute for Near East Policy,2015,NYT,45,11.232586,30,0
1544,Washington Institute for Near East Policy,2015,WP,22,11.232586,30,0
1545,Washington Institute for Near East Policy,2015,WSJ,10,11.232586,30,0
1546,Washington Institute for Near East Policy,2016,NYT,30,13.033921,31,0
1547,Washington Institute for Near East Policy,2016,WP,25,13.033921,31,0
1548,Washington Institute for Near East Policy,2016,WSJ,25,13.033921,31,0
1549,Washington Institute for Near East Policy,2017,NYT,25,13.994059,32,0
1550,Washington Institute for Near East Policy,2017,WP,16,13.994059,32,0
1551,Washington Institute for Near East Policy,2017,WSJ,12,13.994059,32,0
1552,Washington Institute for Near East Policy,2018,NYT,32,13.418193,33,0
1553,Washington Institute for Near East Policy,2018,WP,18,13.418193,33,0
1554,Washington Institute for Near East Policy,2018,WSJ,10,13.418193,33,0
1555,Washington Policy Center,2014,WP,1,1.934552,17,0
1556,Washington Policy Center,2014,WSJ,1,1.934552,17,0
1557,Washington Policy Center,2015,WSJ,2,2.249164,18,0
1558,WestEd,2015,WP,2,153.0,49,0
1559,WestEd,2016,WP,1,160.0,50,0
1560,WestEd,2017,WP,1,163.1,51,0
1561,WestEd,2018,WP,1,163.1,52,0
1562,Woodrow Wilson International Center for Scholars,2014,NYT,26,15.139424,46,0
1563,Woodrow Wilson International Center for Scholars,2014,WP,23,15.139424,46,0
1564,Woodrow Wilson International Center for Scholars,2014,WSJ,9,15.139424,46,0
1565,Woodrow Wilson International Center for Scholars,2015,NYT,25,15.348448,47,0
1566,Woodrow Wilson International Center for Scholars,2015,WP,22,15.348448,47,0
1567,Woodrow Wilson International Center for Scholars,2015,WSJ,9,15.348448,47,0
1568,Woodrow Wilson International Center for Scholars,2016,NYT,30,24.584255,48,0
1569,Woodrow Wilson International Center for Scholars,2016,WP,29,24.584255,48,0
1570,Woodrow Wilson International Center for Scholars,2016,WSJ,21,24.584255,48,0
1571,Woodrow Wilson International Center for Scholars,2017,NYT,33,23.108789,49,0
1572,Woodrow Wilson International Center for Scholars,2017,WP,40,23.108789,49,0
1573,Woodrow Wilson International Center for Scholars,2017,WSJ,14,23.108789,49,0
1574,Woodrow Wilson International Center for Scholars,2018,NYT,48,24.542658,50,0
1575,Woodrow Wilson International Center for Scholars,2018,WP,55,24.542658,50,0
1576,Woodrow Wilson International Center for Scholars,2018,WSJ,5,24.542658,50,0
1577,World Affairs Council,2014,NYT,5,0.991175,67,0
1578,World Affairs Council,2014,WP,2,0.991175,67,0
1579,World Affairs Council,2015,WSJ,1,1.039635,68,0
1580,World Affairs Council,2016,NYT,6,1.074612,69,0
1581,World Affairs Council,2017,WP,2,0.974714,70,0
1582,World Affairs Council,2018,WP,1,1.055984,71,0
1583,World Resources Institute,2014,NYT,22,65.763955,32,0
1584,World Resources Institute,2014,WP,10,65.763955,32,0
1585,World Resources Institute,2014,WSJ,2,65.763955,32,0
1586,World Resources Institute,2015,NYT,23,77.539897,33,0
1587,World Resources Institute,2015,WP,19,77.539897,33,0
1588,World Resources Institute,2015,WSJ,3,77.539897,33,0
1589,World Resources Institute,2016,NYT,15,89.823844,34,0
1590,World Resources Institute,2016,WP,7,89.823844,34,0
1591,World Resources Institute,2016,WSJ,2,89.823844,34,0
1592,World Resources Institute,2017,NYT,14,94.564842,35,0
1593,World Resources Institute,2017,WP,8,94.564842,35,0
1594,World Resources Institute,2017,WSJ,3,94.564842,35,0
1595,World Resources Institute,2018,NYT,15,104.038407,36,0
1596,World Resources Institute,2018,WP,11,104.038407,36,0
1597,World Resources Institute,2018,WSJ,2,104.038407,36,0
